## Site Characteristics
Country     = 'USA'
Station     = 'NASA'
Description = 'NASA'
Source      = 'NASA'
Contact     = 'Peter Uithol'
Longitude = 39.0; Latitude = 55.0; Elevation = 130.52; AngstromA = 0.1576793452094367; AngstromB = 0.5600494129604979; HasSunshine = False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
19830701,15910.0,16.1,22.37,1.9254836024660267,1.04,2.4,NaN
19830702,23510.0,16.06,24.65,2.0050424098616695,1.62,1.54,NaN
19830703,25780.0,15.35,26.33,1.9936833796158653,1.41,0.62,NaN
19830704,24480.0,16.95,23.84,1.9686426369056895,2.22,0.96,NaN
19830705,24700.0,13.45,22.85,1.7894540260066463,3.51,2.9300000000000006,NaN
19830706,4139.999999999999,11.27,16.34,1.3970244451309146,3.52,9.74,NaN
19830707,20520.0,9.81,18.53,1.450433357332691,1.73,3.1,NaN
19830708,14260.0,11.79,19.09,1.4724868472074693,0.95,3.05,NaN
19830709,8530.0,12.6,20.58,1.6184223982929349,1.48,5.45,NaN
19830710,17500.0,14.1,21.5,1.6998644058764298,1.49,5.58,NaN
19830711,22680.0,14.08,25.4,1.8311014884153334,1.2,0.58,NaN
19830712,22030.0,16.06,25.34,2.0992903090810855,1.41,4.27,NaN
19830713,25630.0,17.51,25.09,2.042030154581167,1.35,2.99,NaN
19830714,26280.0,16.18,25.3,2.057509302601041,1.2,1.62,NaN
19830715,15370.0,17.13,24.12,2.0407448398747956,1.22,2.05,NaN
19830716,27720.0,15.79,25.04,1.9206043162076791,1.41,0.28,NaN
19830717,13070.0,14.5,24.21,1.8605207939357857,2.59,3.4799999999999995,NaN
19830718,25310.0,13.18,21.1,1.4880015210641748,2.83,0.07,NaN
19830719,23690.0,12.16,21.72,1.450433357332691,1.7,0.02,NaN
19830720,15080.0,13.67,23.09,1.6813416021880438,2.5,0.37,NaN
19830721,14870.0,13.83,21.75,1.8688320577826485,2.38,8.64,NaN
19830722,16420.000000000004,10.06,17.3,1.2403602323705691,2.67,0.55,NaN
19830723,22640.0,8.89,18.97,1.2748103184847024,1.74,0.48,NaN
19830724,9610.0,11.45,18.17,1.348921407942187,2.08,3.17,NaN
19830725,9400.0,11.32,17.96,1.450433357332691,1.88,4.39,NaN
19830726,27000.0,9.92,18.95,1.4164969315090536,1.05,0.28,NaN
19830727,6260.0,13.3,22.96,1.6205209389486328,1.04,1.13,NaN
19830728,26570.0,13.7,22.5,1.7064444556104745,2.34,0.8199999999999998,NaN
19830729,14940.0,11.16,22.49,1.5046429284549914,1.81,0.0,NaN
19830730,24120.0,13.13,22.65,1.4948341934243479,1.56,0.02,NaN
19830731,14980.0,13.54,20.3,1.627884641785179,2.22,2.6500000000000004,NaN
19830801,24080.0,13.14,21.11,1.5244300340035506,2.93,0.13,NaN
19830802,21170.0,11.15,22.89,1.5759244907631795,2.17,0.03,NaN
19830803,21670.0,12.24,20.25,1.4880015210641748,2.27,0.05,NaN
19830804,18290.0,11.07,23.27,1.6716072601408931,2.59,0.31,NaN
19830805,23400.0,13.78,24.67,1.781453041832203,1.55,0.10999999999999999,NaN
19830806,13250.0,15.25,26.02,1.7689434159168342,0.69,0.01,NaN
19830807,24840.0,14.8,26.04,1.865266112723933,1.8,0.15,NaN
19830808,24410.0,14.12,22.94,1.650152165823457,2.58,0.15,NaN
19830809,25420.0,10.44,22.51,1.3951822444362032,1.62,0.02,NaN
19830810,25130.0,13.15,24.73,1.4118391324838375,0.83,0.0,NaN
19830811,14900.0,14.85,24.78,1.613186473410724,0.84,0.06,NaN
19830812,14360.0,15.93,25.27,1.7097428479400782,1.3,0.9299999999999999,NaN
19830813,8750.0,16.16,22.37,1.9242627640802474,2.1,8.26,NaN
19830814,11520.0,13.46,22.34,1.7587656109858412,2.85,3.3599999999999994,NaN
19830815,19150.0,8.33,16.43,1.015004599705511,3.98,0.14,NaN
19830816,11160.0,7.0,19.75,1.2680230622409046,4.04,0.22999999999999998,NaN
19830817,18400.0,12.08,23.25,1.5414282732025102,4.17,0.0,NaN
19830818,12380.0,14.45,22.64,1.8275987157972966,1.97,7.4,NaN
19830819,18470.0,12.73,20.56,1.4552027641178182,2.28,0.39,NaN
19830820,16200.0,11.53,19.56,1.339122159399848,1.88,0.39,NaN
19830821,16850.0,9.68,17.85,1.181044270347318,3.08,0.17,NaN
19830822,22790.0,8.04,17.21,1.087469457177191,3.02,0.08,NaN
19830823,21490.0,5.79,20.17,1.169169902647606,2.33,0.01,NaN
19830824,20050.0,12.19,23.11,1.5667278515171184,3.23,0.06,NaN
19830825,17780.0,8.99,16.53,1.1395569461695285,3.36,1.14,NaN
19830826,8390.0,6.37,14.23,0.8975936439035234,2.61,2.02,NaN
19830827,9040.0,5.57,13.36,0.8735295343101539,2.79,0.53,NaN
19830828,9140.0,3.79,13.5,0.8358571865173448,2.58,1.16,NaN
19830829,9430.0,8.1,14.39,1.1426427056228727,3.48,5.41,NaN
19830830,6950.0,7.84,14.64,1.1106059366408663,2.6,2.04,NaN
19830831,6410.0,6.43,16.54,1.2387008845421288,3.94,0.48,NaN
19830901,17500.0,8.87,17.69,1.092656407173305,4.53,0.24,NaN
19830902,18900.0,5.81,16.92,0.9936330607752403,2.96,0.0,NaN
19830903,19730.0,5.09,18.56,1.0446049426817505,1.47,0.0,NaN
19830904,15410.0,8.41,21.75,1.2395303143174685,2.62,0.01,NaN
19830905,14940.0,9.23,23.84,1.423040521548623,2.43,0.1,NaN
19830906,12960.0,13.14,20.75,1.537413793359947,2.1,1.07,NaN
19830907,13320.0,11.21,19.24,1.4494811248284514,1.1,4.7,NaN
19830908,2840.0,10.67,18.59,1.4494811248284514,2.51,6.33,NaN
19830909,8750.0,8.75,14.63,1.1204365302548733,4.43,4.83,NaN
19830910,3820.0,8.37,13.09,1.1480604779781116,2.46,5.68,NaN
19830911,6370.0,7.33,14.88,1.0764274866298567,2.96,0.45999999999999996,NaN
19830912,8820.0,6.36,14.79,1.019187465268129,2.23,0.1,NaN
19830913,7560.0,6.37,14.58,1.0094509669822347,1.89,0.04,NaN
19830914,14180.0,5.52,19.82,1.098611003142962,2.42,0.0,NaN
19830915,8170.0,7.96,17.73,1.1403276978496268,4.02,0.25,NaN
19830916,11590.0,6.91,16.47,1.1143779142625847,1.72,0.61,NaN
19830917,15550.0,5.49,17.79,1.049611529081656,0.89,0.03,NaN
19830918,15370.0,6.55,16.81,1.0532005851480797,1.96,0.09,NaN
19830919,12820.0,4.27,19.25,1.066937735484574,2.28,0.0,NaN
