## Site Characteristics
Country     = 'USA'
Station     = 'NASA'
Description = 'NASA'
Source      = 'NASA'
Contact     = 'Peter Uithol'
Longitude = 5.5; Latitude = 51.0; Elevation = 48.77; AngstromA = 0.16296441904942077; AngstromB = 0.5286148631859742; HasSunshine = False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
19830701,21600.0,10.12,18.41,1.2646413622097865,2.08,0.58,NaN
19830702,13360.0,10.29,21.69,1.422104100658668,2.47,0.01,NaN
19830703,19760.0,13.33,23.21,1.605881146402759,1.42,0.08,NaN
19830704,24340.0,11.73,24.4,1.5986048594252917,1.73,0.0,NaN
19830705,23540.0,13.58,26.77,1.8975753124757166,2.24,0.22999999999999998,NaN
19830706,16559.999999999996,17.34,24.8,2.042030154581167,1.13,1.83,NaN
19830707,17570.0,18.06,25.23,2.1351187550243726,1.04,4.2,NaN
19830708,20880.0,17.81,23.97,2.21389790582453,1.46,2.63,NaN
19830709,18860.0,17.28,26.44,2.2015093442716647,1.99,0.59,NaN
19830710,22280.0,16.76,28.47,2.060099122319679,1.72,0.0,NaN
19830711,23360.0,19.08,30.45,2.094027400287543,1.46,0.0,NaN
19830712,21240.0,17.14,29.41,2.231900159468528,2.31,0.02,NaN
19830713,17960.0,12.08,23.87,1.6533549505445637,2.88,0.04,NaN
19830714,26060.0,10.48,22.02,1.3668997361532613,1.47,0.01,NaN
19830715,21710.0,12.51,26.65,1.873595941931244,2.41,0.66,NaN
19830716,21780.0,18.23,27.13,2.2221907908589307,1.48,1.13,NaN
19830717,20300.0,18.29,29.16,2.300911028912439,2.04,1.88,NaN
19830718,16810.0,17.15,23.98,2.011377436347954,2.2,1.8399999999999999,NaN
19830719,14470.0,15.07,23.67,1.8759818714071386,1.92,0.81,NaN
19830720,20050.0,10.3,19.58,1.2337345460025801,3.16,0.03,NaN
19830721,28080.0,9.39,20.09,1.214858723144286,1.86,0.0,NaN
19830722,23870.0,11.02,25.5,1.6194713704253725,2.46,0.0,NaN
19830723,16780.0,15.36,26.59,1.9723810980526817,2.18,0.71,NaN
19830724,9680.0,16.9,23.97,1.974876858198171,1.16,10.939999999999998,NaN
19830725,20840.0,15.86,25.93,1.9451094986172026,1.29,0.03,NaN
19830726,14080.0,17.63,27.76,2.2042571038563206,1.63,1.42,NaN
19830727,13000.0,18.28,25.2,2.1782741228783826,2.04,3.09,NaN
19830728,14080.0,15.08,23.45,1.7621524937691284,3.33,0.01,NaN
