## Site Characteristics
Country     = 'USA'
Station     = 'NASA'
Description = 'NASA'
Source      = 'NASA'
Contact     = 'Peter Uithol'
Longitude = 5.0; Latitude = 52.5; Elevation = 0.55; AngstromA = 0.15670436187399028; AngstromB = 0.5593665113746742; HasSunshine = False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
19830701,24880.0,10.67,16.06,1.21404382816251,3.48,0.4099999999999999,NaN
19830702,10730.0,11.95,17.49,1.4137006353662969,4.27,0.66,NaN
19830703,22930.0,12.84,18.1,1.3249803729751777,2.32,0.0,NaN
19830704,25700.0,12.53,20.86,1.580027067684672,1.5,0.0,NaN
19830705,26030.0,13.77,23.59,1.7689434159168342,2.53,0.01,NaN
19830706,16559.999999999996,15.89,22.96,1.9060313808232112,2.89,0.59,NaN
19830707,15980.0,17.4,24.08,2.062691795334557,1.33,0.9299999999999999,NaN
19830708,19550.0,16.27,21.12,1.9549879848189868,1.84,0.25,NaN
19830709,10840.0,15.63,21.86,1.9120916226962366,2.66,0.17,NaN
19830710,21380.0,16.02,25.12,1.9587037292917437,2.34,0.0,NaN
19830711,24800.0,17.69,26.75,2.074394204915838,2.32,0.0,NaN
19830712,13970.0,15.32,22.92,1.9315979769947027,3.35,0.05,NaN
19830713,14720.0,12.84,19.35,1.5274177129026663,4.56,0.03,NaN
19830714,25920.0,12.13,19.23,1.3400104080373922,2.71,0.0,NaN
19830715,24770.0,14.84,22.77,1.885552230749969,4.29,0.18,NaN
19830716,23720.0,16.18,22.2,1.781453041832203,2.56,0.05,NaN
19830717,21780.0,15.08,25.3,1.873595941931244,4.12,0.38,NaN
19830718,20200.0,15.85,21.63,1.9120916226962366,3.93,0.28,NaN
19830719,10480.0,14.51,18.32,1.5434389608472148,3.39,0.7,NaN
19830720,22000.0,11.88,16.39,1.1597461531501059,4.4,0.05,NaN
19830721,27650.0,11.74,17.89,1.2296093133087638,2.57,0.0,NaN
19830722,26240.0,12.73,21.53,1.5394198847859009,3.11,0.0,NaN
19830723,21490.0,14.54,23.62,1.7825941162367456,3.34,0.03,NaN
19830724,12740.0,16.42,21.23,1.893961355902863,1.53,2.42,NaN
19830725,24590.0,16.17,23.59,1.843995373586893,1.58,0.43999999999999995,NaN
19830726,8780.0,17.46,24.15,2.073091073664943,2.03,1.83,NaN
19830727,14510.0,16.04,21.91,1.8999879717877968,2.96,0.17,NaN
19830728,19620.0,15.09,19.34,1.5790005458859897,3.56,0.12,NaN
