## Site Characteristics
Country     = 'USA'
Station     = 'NASA'
Description = 'NASA'
Source      = 'NASA'
Contact     = 'Peter Uithol'
Longitude = 4.0; Latitude = 51.5; Elevation = 1.87; AngstromA = 0.16296441904942077; AngstromB = 0.5286148631859742; HasSunshine = False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
19830701,21600.0,10.16,16.91,1.201070722681974,2.58,0.26,NaN
19830702,13360.0,11.54,19.36,1.4296106441984533,3.33,0.17,NaN
19830703,19760.0,14.03,20.1,1.498750930705772,1.29,0.09,NaN
19830704,24340.0,13.09,22.37,1.5555514960237653,1.3,0.0,NaN
19830705,23540.0,14.17,24.57,1.8101727865288293,2.7,0.10999999999999999,NaN
19830706,16559.999999999996,17.07,22.5,2.01645806933659,1.93,3.13,NaN
19830707,17570.0,17.22,23.61,1.9463419136059907,1.07,1.36,NaN
19830708,20880.0,16.0,23.05,1.9181687371693017,1.98,0.34,NaN
19830709,18860.0,15.69,23.56,1.9848875767621699,2.88,0.3,NaN
19830710,22280.0,17.01,25.01,2.0139163499996564,2.49,0.03,NaN
19830711,23360.0,18.3,27.27,2.123116936750814,2.44,0.01,NaN
19830712,21240.0,15.43,24.75,2.001249786098027,3.43,0.07,NaN
19830713,17960.0,13.2,20.57,1.6152790573593214,3.4,0.04,NaN
19830714,26060.0,11.68,20.0,1.2945018996671733,2.0,0.0,NaN
19830715,21710.0,14.72,24.21,1.8771758340965392,3.81,0.45999999999999996,NaN
19830716,21780.0,16.98,26.14,2.022824659804387,1.61,0.37,NaN
19830717,20300.0,17.59,26.92,2.0446029103533596,3.56,0.58,NaN
19830718,16810.0,16.93,22.81,1.8903534306024494,3.22,0.08,NaN
19830719,14470.0,14.99,21.86,1.7666772306532181,2.29,0.16,NaN
19830720,20050.0,12.09,18.38,1.218123115165027,4.14,0.01,NaN
19830721,28080.0,11.4,19.91,1.2486863221792912,2.62,0.0,NaN
19830722,23870.0,12.6,23.65,1.6027591875099172,3.68,0.0,NaN
19830723,16780.0,15.97,23.87,1.8043965930824626,2.95,0.1,NaN
19830724,9680.0,16.67,22.04,1.7986365602606806,0.87,6.68,NaN
19830725,20840.0,15.83,24.19,1.8593361183312367,1.81,0.08,NaN
19830726,14080.0,17.98,25.4,2.0088413257552333,1.95,1.88,NaN
19830727,13000.0,17.39,23.57,1.974876858198171,2.98,2.0,NaN
19830728,14080.0,15.63,21.42,1.6705287237498265,4.04,0.05,NaN
19830729,21130.0,15.38,21.78,1.6943980378095334,2.6,0.12,NaN
19830730,19400.0,15.59,24.44,1.848703745817846,1.42,0.01,NaN
19830731,17860.0,16.63,27.8,2.0613951019986394,3.0,0.71,NaN
19830801,5260.0,15.41,22.29,1.8148054027926146,5.24,5.11,NaN
19830802,14290.0,12.9,16.74,1.2387008845421288,2.87,3.13,NaN
19830803,20160.0,12.2,18.99,1.2654860430793122,2.94,0.57,NaN
19830804,13570.0,12.57,20.27,1.47345233656828,3.75,0.09,NaN
19830805,12740.0,13.38,18.96,1.4249149880394458,4.37,0.13,NaN
19830806,11120.0,14.41,18.59,1.3951822444362032,5.17,0.33,NaN
19830807,19440.0,14.68,21.75,1.6299939408502726,2.77,0.22999999999999998,NaN
19830808,19370.0,14.73,24.38,1.7712121489681465,3.41,0.01,NaN
19830809,22610.0,16.48,25.54,1.895165337530265,4.14,0.02,NaN
19830810,20200.0,16.42,24.86,1.8392975125567588,4.23,0.07,NaN
19830811,23830.0,14.35,22.67,1.557578341061305,3.43,0.01,NaN
19830812,16780.0,12.96,20.77,1.511542616132903,3.57,0.10999999999999999,NaN
19830813,14080.0,14.25,18.26,1.2807753432144617,4.57,0.15,NaN
19830814,12130.0,13.6,20.5,1.4456776819983443,1.48,0.09,NaN
19830815,23620.0,13.49,22.79,1.5996425547583877,2.77,0.0,NaN
19830816,17530.0,15.39,22.79,1.746395813317633,4.34,0.06,NaN
19830817,7270.0,16.02,21.11,1.8241018165750789,2.83,1.24,NaN
19830818,17860.0,15.94,24.56,1.800938636574188,1.62,0.13,NaN
19830819,20700.0,15.11,27.13,1.866454098080866,3.49,0.0,NaN
19830820,19120.0,17.83,24.06,1.9401866708932551,2.11,0.25,NaN
19830821,12490.0,17.5,23.15,1.9096655034634054,0.82,4.41,NaN
19830822,17240.0,16.41,24.4,1.7746200309682547,1.03,0.51,NaN
19830823,16420.000000000004,16.05,24.45,1.784878187158371,2.0,0.39,NaN
19830824,16670.000000000004,16.33,23.18,1.7928926496557014,4.47,0.12,NaN
19830825,16880.0,15.98,24.78,1.8783704625066757,4.46,0.05,NaN
19830826,19190.0,15.27,23.65,1.7565108607169369,4.46,0.05,NaN
19830827,14000.0,13.76,21.85,1.5194619667979277,3.21,0.04,NaN
19830828,11410.0,13.88,20.35,1.4466277201667075,4.65,0.3,NaN
19830829,10980.0,13.28,19.85,1.2680230622409046,3.72,0.01,NaN
19830830,20020.0,12.55,23.62,1.5164879528336124,2.69,0.03,NaN
19830831,18790.0,12.93,26.35,1.5056269023264943,2.13,0.0,NaN
19830901,4790.0,15.91,21.87,1.7723474716742156,3.22,3.02,NaN
19830902,14760.0,14.81,19.87,1.496791437410407,6.49,0.55,NaN
19830903,5080.0,15.08,17.44,1.4352633650980335,9.28,12.46,NaN
19830904,10330.0,14.0,18.33,1.4007152573254256,7.22,1.92,NaN
19830905,11920.0,13.66,17.7,1.2238543651141256,6.66,0.03,NaN
19830906,15620.0,12.38,16.91,1.1265241131385857,5.07,0.13,NaN
19830907,14400.0,10.87,16.4,1.0163972052359547,3.96,0.1,NaN
19830908,12020.0,10.84,18.06,1.1906200090027819,4.74,1.36,NaN
19830909,6800.0,14.46,18.56,1.4860543717932635,4.9,2.6500000000000004,NaN
19830910,9900.0,13.19,17.3,1.4174301091044448,5.99,8.94,NaN
19830911,5800.0,10.97,13.82,1.2445171553891614,6.44,13.88,NaN
19830912,5870.0,12.18,15.35,1.2884807024510088,7.04,10.36,NaN
19830913,10580.0,10.6,14.59,1.1496125581462018,4.88,5.36,NaN
19830914,4790.0,14.32,18.14,1.6554931682327918,5.59,5.68,NaN
19830915,7810.0,13.93,19.52,1.5214474857029727,6.78,5.620000000000001,NaN
19830916,8320.0,12.41,15.48,1.370520555231493,7.3,11.48,NaN
19830917,7090.0,11.83,15.65,1.2919183650430706,4.9,4.64,NaN
19830918,4320.0,11.63,16.38,1.4183638265835148,6.67,8.25,NaN
19830919,12020.0,12.28,17.51,1.3014135386001155,5.49,0.4099999999999999,NaN
19830920,10800.0,11.56,16.8,1.2387008845421288,4.1,0.38,NaN
19830921,7880.0,10.87,17.36,1.3905860748812382,4.44,4.88,NaN
19830922,11630.0,10.22,16.27,1.1068451994810282,3.61,0.21999999999999997,NaN
19830923,15910.0,8.5,19.61,1.2320829949437389,3.14,0.01,NaN
19830924,9220.0,12.16,21.01,1.6048399011675016,4.12,1.15,NaN
19830925,13970.0,8.92,16.18,1.0611345653967965,1.66,0.01,NaN
19830926,14290.0,9.44,19.66,1.2979536756541261,2.06,0.0,NaN
19830927,11090.0,11.85,20.6,1.6544237564066975,1.72,0.12,NaN
19830928,7780.0,12.9,19.96,1.624725182717425,3.29,0.1,NaN
19830929,12380.0,11.18,20.87,1.5535269659257016,1.94,0.1,NaN
19830930,7780.0,11.06,17.42,1.3507098424529123,3.55,0.07,NaN
19831001,7990.0,8.65,15.86,1.1994576882851018,3.93,0.06,NaN
19831002,6340.0,13.84,18.97,1.584139012907127,3.75,0.98,NaN
19831003,6340.0,14.16,20.45,1.705346232115772,4.48,0.72,NaN
19831004,10940.0,15.21,23.03,1.7917457988260097,4.59,0.10999999999999999,NaN
19831005,11770.0,14.16,18.02,1.3732416964200245,6.52,0.45999999999999996,NaN
19831006,7380.0,12.52,16.59,1.3311511737988142,4.99,0.15,NaN
19831007,5150.0,11.62,16.86,1.368709093821784,5.87,2.6500000000000004,NaN
19831008,3960.0,10.21,13.82,1.1060943983837987,7.04,5.51,NaN
