## Site Characteristics
Country     = 'USA'
Station     = 'NASA'
Description = 'NASA'
Source      = 'NASA'
Contact     = 'Peter Uithol'
Longitude = 4.0; Latitude = 51.0; Elevation = 18.98; AngstromA = 0.16296441904942077; AngstromB = 0.5286148631859742; HasSunshine = False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
19830701,21600.0,8.95,18.27,1.2018779550560699,2.02,0.4099999999999999,NaN
19830702,13360.0,10.76,21.32,1.4390427412554179,2.76,0.04,NaN
19830703,19760.0,13.52,22.43,1.557578341061305,1.28,0.09,NaN
19830704,24340.0,11.99,24.05,1.5636727883350108,1.66,0.0,NaN
19830705,23540.0,13.91,26.07,1.8867515280312817,2.52,0.36,NaN
19830706,16559.999999999996,17.03,24.18,2.073091073664943,1.42,4.21,NaN
19830707,17570.0,17.41,24.78,1.974876858198171,0.95,2.44,NaN
19830708,20880.0,16.53,25.51,2.0126465426273383,1.73,0.72,NaN
19830709,18860.0,16.11,26.3,2.1391325339002294,2.43,0.43999999999999995,NaN
19830710,22280.0,17.6,26.97,2.131111568656078,2.22,0.05,NaN
19830711,23360.0,18.54,29.7,2.1809964939023323,2.03,0.01,NaN
19830712,21240.0,15.7,28.14,2.1111742036470877,2.93,0.05,NaN
19830713,17960.0,13.02,22.43,1.6405764392484408,2.87,0.04,NaN
19830714,26060.0,10.94,21.78,1.312714139105828,1.65,0.01,NaN
19830715,21710.0,13.79,26.41,1.8915554027554298,2.87,0.61,NaN
19830716,21780.0,17.08,27.94,2.123116936750814,1.34,0.36,NaN
19830717,20300.0,18.4,28.36,2.1701248415136294,2.79,1.92,NaN
19830718,16810.0,17.24,24.75,1.913305694509122,2.71,0.3,NaN
19830719,14470.0,15.82,23.92,1.8428199236831504,1.79,0.20999999999999996,NaN
19830720,20050.0,11.2,20.1,1.2428529186492732,3.67,0.01,NaN
19830721,28080.0,9.95,20.98,1.2329085273134166,2.41,0.0,NaN
19830722,23870.0,11.87,24.9,1.613186473410724,3.09,0.0,NaN
19830723,16780.0,15.85,24.12,1.8475256662442008,2.38,0.2,NaN
19830724,9680.0,16.44,23.29,1.866454098080866,1.23,9.63,NaN
19830725,20840.0,15.03,25.37,1.9048213536601917,1.85,0.03,NaN
19830726,14080.0,18.34,26.61,2.0822280609812576,1.77,2.91,NaN
19830727,13000.0,17.97,24.8,2.069185978529735,2.44,2.36,NaN
19830728,14080.0,15.04,22.99,1.7064444556104745,3.83,0.02,NaN
19830729,21130.0,14.38,23.37,1.693306615914492,1.98,0.03,NaN
19830730,19400.0,15.22,26.05,1.873595941931244,0.86,0.0,NaN
19830731,17860.0,17.12,29.63,2.189181477232767,2.65,0.6,NaN
19830801,5260.0,14.1,22.48,1.8369525175140278,4.75,6.38,NaN
19830802,14290.0,11.77,17.35,1.2663312198754275,2.52,3.6799999999999997,NaN
19830803,20160.0,11.05,19.71,1.2562217749132119,2.51,1.3,NaN
19830804,13570.0,10.33,21.08,1.4258530341737428,3.03,0.08,NaN
19830805,12740.0,12.54,20.14,1.4286704273349748,3.48,0.07,NaN
19830806,11120.0,13.1,19.1,1.3759675827562614,4.02,0.4,NaN
19830807,19440.0,13.82,22.1,1.5810541750020255,2.49,0.32,NaN
19830808,19370.0,13.49,25.07,1.7553844361500226,3.03,0.02,NaN
19830809,22610.0,15.99,26.72,1.943877767173084,3.57,0.05,NaN
19830810,20200.0,15.98,26.56,1.8879514935564898,3.5,0.19,NaN
19830811,23830.0,13.92,24.62,1.580027067684672,2.9,0.03,NaN
19830812,16780.0,11.83,22.18,1.5154977509080736,2.79,0.08,NaN
19830813,14080.0,12.83,18.91,1.2545437837895914,3.58,0.1,NaN
19830814,12130.0,12.26,20.92,1.4314927082436446,1.18,0.05,NaN
19830815,23620.0,11.61,23.09,1.5434389608472148,2.09,0.0,NaN
19830816,17530.0,13.97,24.1,1.7108435536571478,3.28,0.16,NaN
19830817,7270.0,14.61,22.47,1.7655450926822067,2.52,0.8699999999999999,NaN
19830818,17860.0,15.04,25.81,1.8369525175140278,1.34,0.19,NaN
19830819,20700.0,14.74,28.22,1.8903534306024494,2.87,0.02,NaN
19830820,19120.0,17.52,24.6,1.9587037292917437,1.85,0.43999999999999995,NaN
19830821,12490.0,16.31,24.13,1.8999879717877968,0.89,3.92,NaN
19830822,17240.0,14.74,24.87,1.7531334866383523,0.95,1.24,NaN
19830823,16420.000000000004,16.04,25.64,1.7928926496557014,1.44,0.61,NaN
19830824,16670.000000000004,15.79,24.55,1.7825941162367456,3.81,0.37,NaN
19830825,16880.0,15.56,26.1,1.8747885741236197,3.97,0.04,NaN
19830826,19190.0,15.19,25.35,1.7974864895900968,3.78,0.04,NaN
19830827,14000.0,12.84,23.33,1.5105552492872387,2.76,0.02,NaN
19830828,11410.0,13.46,22.12,1.4447281917406372,4.06,0.12,NaN
19830829,10980.0,11.86,20.5,1.2263178647899544,3.1,0.01,NaN
19830830,20020.0,10.88,24.58,1.4695937109724109,2.2,0.04,NaN
19830831,18790.0,12.06,26.87,1.4977709027569757,1.6,0.04,NaN
19830901,4790.0,14.9,22.45,1.7963370635010398,2.92,3.43,NaN
19830902,14760.0,13.8,19.7,1.4485294413123824,5.48,0.29,NaN
19830903,5080.0,13.81,16.78,1.3942619445168092,7.91,9.12,NaN
19830904,10330.0,12.31,18.54,1.3814336190766106,6.02,1.53,NaN
19830905,11920.0,11.83,18.33,1.2387008845421288,5.26,0.07,NaN
19830906,15620.0,10.75,17.94,1.1349420543508326,3.7,0.07,NaN
19830907,14400.0,8.68,17.16,0.968644731964309,2.92,0.03,NaN
