## Site Characteristics
Country     = 'USA'
Station     = 'NASA'
Description = 'NASA'
Source      = 'NASA'
Contact     = 'Peter Uithol'
Longitude = 4.5; Latitude = 52.0; Elevation = 0.89; AngstromA = 0.15670436187399028; AngstromB = 0.5593665113746742; HasSunshine = False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
19830701,24880.0,10.38,16.51,1.2132294139056474,2.96,0.29,NaN
19830702,10730.0,11.59,18.41,1.4249149880394458,3.74,0.4,NaN
19830703,22930.0,13.42,19.24,1.4044146313353016,1.7,0.03,NaN
19830704,25700.0,12.74,21.89,1.5749003082009472,1.33,0.0,NaN
19830705,26030.0,13.84,24.16,1.7963370635010398,2.57,0.01,NaN
19830706,16559.999999999996,16.28,21.94,1.9475750124611786,2.38,1.34,NaN
19830707,15980.0,17.28,23.5,2.0151868587932515,1.29,1.15,NaN
19830708,19550.0,16.16,22.38,1.9525142529848154,1.93,0.32,NaN
19830709,10840.0,15.68,22.87,1.9661537784065541,2.83,0.24,NaN
19830710,21380.0,16.45,25.4,1.9949427050011892,2.34,0.01,NaN
19830711,24800.0,18.07,27.02,2.1257788926528756,2.32,0.0,NaN
19830712,13970.0,15.38,24.06,1.9936833796158653,3.36,0.06,NaN
19830713,14720.0,12.76,20.28,1.5810541750020255,3.84,0.03,NaN
19830714,25920.0,11.62,19.69,1.3100986824621805,2.24,0.0,NaN
19830715,24770.0,14.48,23.38,1.893961355902863,4.07,0.37,NaN
19830716,23720.0,16.65,24.6,1.9328228906606228,2.11,0.27,NaN
19830717,21780.0,16.0,26.45,1.956225879757668,3.92,0.37,NaN
19830718,20200.0,16.45,22.21,1.9206043162076791,3.49,0.16,NaN
19830719,10480.0,14.37,20.34,1.6759275151426174,2.87,0.34,NaN
19830720,22000.0,11.64,17.36,1.1922225867310254,4.04,0.04,NaN
19830721,27650.0,11.35,18.9,1.2445171553891614,2.43,0.0,NaN
19830722,26240.0,12.16,22.62,1.5790005458859897,3.51,0.0,NaN
19830723,21490.0,15.18,24.16,1.8078603674141749,3.4,0.05,NaN
19830724,12740.0,16.23,21.94,1.8032432948982464,1.17,3.55,NaN
19830725,24590.0,16.23,24.07,1.8275987157972966,1.45,0.38,NaN
19830726,8780.0,17.41,24.96,2.0446029103533596,1.86,1.42,NaN
19830727,14510.0,16.64,23.01,1.9611843271875586,3.03,0.8799999999999999,NaN
19830728,19620.0,15.47,20.55,1.6363362300024638,3.66,0.1,NaN
19830729,20590.0,15.25,21.23,1.7141493997997348,3.2,0.26,NaN
19830730,20700.0,15.34,22.38,1.746395813317633,2.07,0.01,NaN
19830731,19870.0,14.75,26.24,1.9649103828648702,3.02,0.14,NaN
19830801,5760.0,14.99,22.06,1.8311014884153334,5.47,4.04,NaN
19830802,21200.0,12.41,16.5,1.2445171553891614,3.19,1.88,NaN
19830803,25780.0,11.76,18.78,1.2629534872576296,2.95,0.10999999999999999,NaN
19830804,16670.000000000004,12.92,19.85,1.4899509097664987,4.13,0.20999999999999996,NaN
19830805,14650.0,13.88,18.38,1.4164969315090536,4.99,0.35,NaN
19830806,12100.0,14.72,18.31,1.4494811248284514,5.49,0.68,NaN
19830807,18430.0,14.52,21.56,1.691125621473105,2.42,0.21999999999999997,NaN
19830808,21960.0,14.61,23.94,1.8032432948982464,3.26,0.01,NaN
19830809,18040.0,16.2,24.63,1.8879514935564898,4.04,0.01,NaN
19830810,12380.0,15.79,23.71,1.832270385933914,4.21,0.05,NaN
19830811,22320.0,14.01,21.54,1.5636727883350108,3.32,0.01,NaN
19830812,14040.0,13.01,20.09,1.5234352815407175,3.87,0.26,NaN
19830813,14150.0,13.87,18.16,1.3109699920303324,4.82,0.28,NaN
19830814,14980.0,13.87,19.68,1.4647829070911804,1.62,0.31,NaN
19830815,24730.0,13.71,22.4,1.6342197326422254,3.07,0.0,NaN
19830816,21170.0,15.75,21.91,1.7928926496557014,4.64,0.07,NaN
19830817,10660.0,16.04,20.53,1.8275987157972966,2.73,1.53,NaN
19830818,24080.0,15.03,22.61,1.718565906767609,2.15,0.06,NaN
19830819,22250.0,14.44,26.07,1.9254836024660267,3.5,0.0,NaN
19830820,21530.0,17.66,24.21,1.9673978629788926,2.37,0.18,NaN
19830821,11590.0,17.35,21.96,1.9291501893835092,1.58,6.41,NaN
19830822,22030.0,16.76,23.44,1.843995373586893,1.11,0.45999999999999996,NaN
19830823,13140.0,15.9,23.24,1.8090162531435445,1.62,0.25,NaN
19830824,15660.0,15.8,21.99,1.821773809294361,4.21,0.1,NaN
19830825,10330.0,15.55,23.93,1.9120916226962366,4.14,0.07,NaN
19830826,20810.0,14.42,22.09,1.721884831523423,4.29,0.08,NaN
19830827,9680.0,13.69,20.48,1.5454519499592112,2.87,0.15,NaN
19830828,7380.0,13.58,18.85,1.441883005740874,4.37,0.41999999999999993,NaN
19830829,9430.0,13.48,19.05,1.3205880622314234,3.56,0.01,NaN
19830830,17140.0,12.29,22.19,1.549484841550674,2.49,0.03,NaN
19830831,19580.0,12.6,25.13,1.5779746093220435,2.32,0.0,NaN
