## Site Characteristics
Country     = 'USA'
Station     = 'NASA'
Description = 'NASA'
Source      = 'NASA'
Contact     = 'Peter Uithol'
Longitude = 5.0; Latitude = 52.0; Elevation = 4.71; AngstromA = 0.15670436187399028; AngstromB = 0.5593665113746742; HasSunshine = False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
19830701,24880.0,9.43,17.42,1.21404382816251,2.48,0.4099999999999999,NaN
19830702,10730.0,10.67,19.69,1.4118391324838375,3.27,0.22999999999999998,NaN
19830703,22930.0,12.91,20.66,1.4062675343055455,1.68,0.04,NaN
19830704,25700.0,12.07,23.48,1.588260344620149,1.17,0.0,NaN
19830705,26030.0,13.38,25.29,1.821773809294361,2.49,0.01,NaN
19830706,16559.999999999996,15.87,23.27,1.9673978629788926,2.24,0.99,NaN
19830707,15980.0,17.21,24.94,2.1058852233421934,1.3,1.2,NaN
19830708,19550.0,16.49,23.63,2.060099122319679,1.74,0.62,NaN
19830709,10840.0,16.03,25.3,2.0874650072462955,2.4,0.41999999999999993,NaN
19830710,21380.0,16.47,27.48,2.060099122319679,2.03,0.0,NaN
19830711,24800.0,17.72,29.29,2.1755547256397016,2.02,0.0,NaN
19830712,13970.0,15.29,26.72,2.0678857119107374,2.87,0.04,NaN
19830713,14720.0,11.81,21.68,1.5606229540548582,3.52,0.04,NaN
19830714,25920.0,10.76,20.97,1.3135869771207336,1.86,0.0,NaN
19830715,24770.0,13.63,25.37,1.8999879717877968,3.47,0.52,NaN
19830716,23720.0,16.37,25.93,1.9761257750584036,1.96,0.35,NaN
19830717,21780.0,15.44,28.07,1.9987248615181552,3.29,0.44999999999999996,NaN
19830718,20200.0,16.13,23.79,1.9414163536325382,3.23,0.18,NaN
19830719,10480.0,13.65,20.93,1.662996042550035,2.48,0.53,NaN
19830720,22000.0,10.44,17.87,1.158182042084257,3.45,0.05,NaN
19830721,27650.0,10.14,19.69,1.2296093133087638,2.0,0.0,NaN
19830722,26240.0,10.88,23.43,1.5515047485173405,2.94,0.0,NaN
19830723,21490.0,14.41,25.35,1.821773809294361,3.01,0.06,NaN
19830724,12740.0,15.69,22.89,1.8628921294290852,1.35,4.21,NaN
19830725,24590.0,15.65,25.07,1.8676427463291383,1.22,0.45999999999999996,NaN
19830726,8780.0,17.06,25.43,2.0966574092977894,1.8,1.8599999999999999,NaN
19830727,14510.0,16.42,24.48,1.991166817066548,2.39,0.69,NaN
19830728,19620.0,14.84,21.58,1.6469548242762717,3.08,0.05,NaN
19830729,20590.0,14.5,21.99,1.7097428479400782,2.88,0.13,NaN
19830730,20700.0,14.34,23.03,1.705346232115772,1.83,0.03,NaN
19830731,19870.0,13.65,27.16,1.9475750124611786,2.7,0.03,NaN
19830801,5760.0,14.0,23.17,1.8628921294290852,4.85,3.6399999999999997,NaN
19830802,21200.0,11.58,17.09,1.2511937120548535,2.72,1.83,NaN
19830803,25780.0,10.52,19.49,1.2453500082622306,2.56,0.06,NaN
19830804,16670.000000000004,11.68,20.61,1.458071013320794,3.62,0.35,NaN
19830805,14650.0,13.42,18.78,1.4007152573254256,4.43,0.56,NaN
19830806,12100.0,14.06,18.87,1.4705575346815967,4.59,1.26,NaN
19830807,18430.0,13.4,22.44,1.6726864071818137,2.01,0.26,NaN
19830808,21960.0,13.66,24.98,1.7940401438404578,2.73,0.01,NaN
19830809,18040.0,15.58,25.59,1.893961355902863,3.47,0.01,NaN
19830810,12380.0,15.2,24.93,1.8241018165750789,3.53,0.06,NaN
19830811,22320.0,13.1,22.77,1.5616389849627375,2.82,0.02,NaN
19830812,14040.0,11.82,21.11,1.513519049488702,3.29,0.31,NaN
19830813,14150.0,13.08,18.61,1.2901985274077423,4.0,0.28,NaN
19830814,14980.0,13.09,19.8,1.4619030667193333,1.35,0.4099999999999999,NaN
19830815,24730.0,12.28,22.88,1.5790005458859897,2.43,0.0,NaN
19830816,21170.0,14.7,22.87,1.757637918894643,3.83,0.07,NaN
19830817,10660.0,15.3,21.51,1.8032432948982464,2.42,1.53,NaN
19830818,24080.0,14.19,23.11,1.6965827324289091,1.78,0.07,NaN
19830819,22250.0,13.55,27.05,1.9328228906606228,2.96,0.01,NaN
19830820,21530.0,17.23,25.77,2.0050424098616695,2.09,0.31,NaN
19830821,11590.0,16.87,22.9,1.977375383543133,1.47,7.82,NaN
19830822,22030.0,16.12,24.08,1.8569687498404233,1.08,0.75,NaN
19830823,13140.0,15.12,24.12,1.8159651790811275,1.5,0.38,NaN
19830824,15660.0,15.02,23.06,1.8171256048758413,3.57,0.12,NaN
19830825,10330.0,14.9,25.04,1.9206043162076791,3.53,0.09,NaN
19830826,20810.0,13.29,23.0,1.7318753494914763,3.55,0.09,NaN
19830827,9680.0,12.28,21.37,1.5525155682758498,2.37,0.12,NaN
19830828,7380.0,12.43,19.27,1.4174301091044448,3.49,0.4099999999999999,NaN
19830829,9430.0,12.09,19.72,1.3066185314034373,2.73,0.01,NaN
19830830,17140.0,10.73,22.91,1.5214474857029727,2.01,0.04,NaN
19830831,19580.0,11.2,25.43,1.5384165520888633,2.01,0.0,NaN
19830901,3640.0,15.48,21.94,1.7712121489681465,2.44,4.27,NaN
19830902,12960.0,13.92,20.97,1.496791437410407,5.21,0.27,NaN
19830903,4390.0,13.75,17.22,1.4286704273349748,8.08,12.32,NaN
19830904,10440.0,12.92,17.87,1.3551900463455682,6.16,1.7799999999999998,NaN
19830905,12460.0,12.76,17.0,1.2067313769221037,6.3,0.09,NaN
19830906,15410.0,10.76,16.68,1.0941423867663485,4.7,0.4099999999999999,NaN
19830907,14220.0,9.74,16.05,1.0177914931774423,3.94,0.45999999999999996,NaN
19830908,11340.0,10.27,18.72,1.2043025157681533,3.56,1.52,NaN
19830909,8750.0,13.22,18.79,1.4164969315090536,4.25,1.81,NaN
19830910,8320.0,12.58,17.08,1.4314927082436446,5.02,8.39,NaN
19830911,5400.0,10.56,12.74,1.2296093133087638,5.43,11.78,NaN
19830912,10480.0,11.81,15.16,1.3100986824621805,5.33,15.7,NaN
19830913,8060.000000000001,10.5,14.87,1.145735814405156,4.47,6.99,NaN
19830914,8710.0,12.42,18.38,1.6257777375214264,4.88,6.57,NaN
19830915,8530.0,13.28,19.58,1.4958125343911377,5.79,4.88,NaN
19830916,5620.0,11.48,15.3,1.3480279711634873,6.24,9.53,NaN
19830917,8500.0,10.79,15.57,1.2773637606789907,4.08,6.559999999999999,NaN
19830918,4430.0,10.68,15.03,1.3741497976122083,5.65,8.9,NaN
19830919,14900.0,11.54,17.35,1.2927790392434728,4.58,0.53,NaN
19830920,13000.0,10.5,16.96,1.219758201825509,3.48,0.32,NaN
19830921,7130.0,10.05,17.63,1.3525003599563301,3.57,5.19,NaN
19830922,14150.0,9.82,16.01,1.1426427056228727,3.53,0.47,NaN
19830923,15190.0,6.94,18.85,1.2051116580046748,2.52,0.01,NaN
19830924,10120.0,10.84,21.27,1.502676674025597,4.13,1.15,NaN
19830925,14150.0,7.26,15.94,1.058965551464872,1.64,0.0,NaN
19830926,13540.0,7.89,19.7,1.3170834316210762,2.05,0.0,NaN
19830927,8350.0,10.86,21.35,1.6458902519949117,1.61,0.09,NaN
19830928,6120.0,11.17,19.61,1.5626555962954383,3.05,0.1,NaN
19830929,7520.0,10.43,21.73,1.5254253565328149,1.84,0.08,NaN
19830930,10580.0,9.09,16.84,1.2222144505889743,3.82,0.06,NaN
19831001,8860.0,6.08,14.56,1.0403303309606557,3.79,0.03,NaN
