## Site Characteristics
Country     = 'USA'
Station     = 'NASA'
Description = 'NASA'
Source      = 'NASA'
Contact     = 'Peter Uithol'
Longitude = 4.0; Latitude = 52.5; Elevation = 0.24; AngstromA = 0.15670436187399028; AngstromB = 0.5593665113746742; HasSunshine = False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
19830701,24880.0,12.45,14.6,1.210789053064508,4.71,0.24,NaN
19830702,10730.0,13.81,15.14,1.4362073910326802,5.17,1.5,NaN
19830703,22930.0,13.94,15.39,1.3659958455711463,2.85,0.0,NaN
19830704,25700.0,14.25,17.38,1.5626555962954383,1.42,0.0,NaN
19830705,26030.0,14.99,19.99,1.691125621473105,2.77,0.0,NaN
19830706,16559.999999999996,16.47,19.68,1.8194484062191676,3.14,0.55,NaN
19830707,15980.0,16.65,19.94,1.913305694509122,1.25,1.08,NaN
19830708,19550.0,15.41,17.3,1.7746200309682547,2.11,0.13,NaN
19830709,10840.0,15.07,16.24,1.691125621473105,3.41,0.13,NaN
19830710,21380.0,15.43,19.61,1.7791728136093212,3.14,0.01,NaN
19830711,24800.0,17.3,20.33,1.9145204415442287,3.11,0.0,NaN
19830712,13970.0,15.5,17.58,1.8101727865288293,4.42,0.07,NaN
19830713,14720.0,14.37,16.74,1.5636727883350108,5.1,0.02,NaN
19830714,25920.0,13.82,16.96,1.3714270754904827,3.56,0.0,NaN
19830715,24770.0,16.18,18.59,1.8522419349703079,5.3,0.07,NaN
19830716,23720.0,16.76,19.01,1.7352167970089827,3.04,0.03,NaN
19830717,21780.0,16.34,21.49,1.7940401438404578,5.62,0.26,NaN
19830718,20200.0,16.36,17.89,1.8334399372925645,4.39,0.31,NaN
19830719,10480.0,15.75,17.2,1.5769492577090112,4.28,0.67,NaN
19830720,22000.0,14.11,15.58,1.2279626193393784,5.38,0.05,NaN
19830721,27650.0,13.98,16.23,1.268869728307258,2.97,0.0,NaN
19830722,26240.0,15.66,19.41,1.580027067684672,4.44,0.0,NaN
19830723,21490.0,16.55,20.85,1.7689434159168342,4.45,0.04,NaN
